Species;Continent;Realm;BibliographicReference;ReferenceYear
Cacocharis cymotoma;South America;Panamanian;Brown, J. (2008). Review of the Neotropical genus Cacocharis Walsingham (Lepidoptera: Tortricidae: Olethreutini), with a new synonymy and comments on its host plants and geographic distribution. Proceedings of the Entomological Society of Washington, 110(3), 533-542;2008.0
Dendrolimus pini;Africa;Saharo-Arabian;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Dendrolimus pini;Asia;Sino-Japanese;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Cacoecimorpha pronubana;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Cactoblastis cactorum;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Cacyreus marshalli;Africa;Afrotropical;Quacchia, A. et al. (2008). Can the Geranium Bronze, Cacyreus marshalli, become a threat for European biodiversity? Biodiversity and Conservation. 17: 1429-1437;2008.0
Cacyreus marshalli;Australia;Australian;Quacchia, A. et al. (2008). Can the Geranium Bronze, Cacyreus marshalli, become a threat for European biodiversity? Biodiversity and Conservation. 17: 1429-1437;2008.0
Cacyreus marshalli;Africa;Afrotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Cadra calidella;Europe;Palearctic;Prevett, P. (1968). Some laboratory observations on the life-cycle of Cadra calidella (Guen.)(Lepidoptera: Phycitidae). Journal of Stored Products Research. 4(3): 233-238;1968.0
Cadra calidella;Africa;Saharo-Arabian;Prevett, P. (1968). Some laboratory observations on the life-cycle of Cadra calidella (Guen.)(Lepidoptera: Phycitidae). Journal of Stored Products Research. 4(3): 233-238;1968.0
Cadra cautella;Europe;Palearctic;Al-Khalidi, N., Al-Zurfi, S. (2025). First morphological and molecular identification of mealybug Cadra cautella (Lepidoptera: Pyralidae) in Karbala, Iraq. Journal of Kerbala for Agricultural Sciences. 12(1): 29-36;2025.0
Cadra figulilella;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Cadra figulilella;Africa;Afrotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Callima formosella;Europe;Palearctic;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Callima formosella;Asia;Palearctic;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Callopistria floridensis;North America;Nearctic;Chittenden, F. (1913). The Florida fern caterpillar (No. 125). US Department of Agriculture, Bureau of Entomology;1913.0
Callopistria floridensis;South America;Neotropical;Chittenden, F. (1913). The Florida fern caterpillar (No. 125). US Department of Agriculture, Bureau of Entomology;1913.0
Callopistria floridensis;North America;Panamanian;Chittenden, F. (1913). The Florida fern caterpillar (No. 125). US Department of Agriculture, Bureau of Entomology;1913.0
Callopistria floridensis;South America;Panamanian;Chittenden, F. (1913). The Florida fern caterpillar (No. 125). US Department of Agriculture, Bureau of Entomology;1913.0
Duponchelia fovealis;Europe;Palearctic;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Duponchelia fovealis;Africa;Saharo-Arabian;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Duponchelia fovealis;Asia;Saharo-Arabian;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Enarmonia formosana;Asia;Palearctic;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Enarmonia formosana;Europe;Palearctic;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Enarmonia formosana;Africa;Saharo-Arabian;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Callopistria maillardi;Africa;Saharo-Arabian;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Epiphyas postvittana;Australia;Australian;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Erionota torus;Asia;Oriental;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Callopistria maillardi;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Callopistria maillardi;Africa;Afrotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Callopistria maillardi;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Callopistria maillardi;Oceania;Oceanian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Calophasia lunula;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Caloptilia azaleella;Asia;Palearctic;Sugiura, S. (2011). Structure and dynamics of the parasitoid community shared by two herbivore species on different host plants. Arthropod-Plant Interactions. 5: 29-38;2011.0
Caloptilia azaleella;Asia;Sino-Japanese;Sugiura, S. (2011). Structure and dynamics of the parasitoid community shared by two herbivore species on different host plants. Arthropod-Plant Interactions. 5: 29-38;2011.0
Caloptilia azaleella;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Caloptilia coruscans;Africa;Afrotropical;de Prins, J., de Prins, W. (2024). Global Taxonomic Database of Gracillariidae (Lepidoptera). Avaliable at: http://www.gracillariidae.net;2024.0
Caloptilia coruscans;Africa;Saharo-Arabian;de Prins, J., de Prins, W. (2024). Global Taxonomic Database of Gracillariidae (Lepidoptera). Avaliable at: http://www.gracillariidae.net;2024.0
Caloptilia coruscans;Asia;Palearctic;de Prins, J., de Prins, W. (2024). Global Taxonomic Database of Gracillariidae (Lepidoptera). Avaliable at: http://www.gracillariidae.net;2024.0
Caloptilia coruscans;Europe;Palearctic;de Prins, J., de Prins, W. (2024). Global Taxonomic Database of Gracillariidae (Lepidoptera). Avaliable at: http://www.gracillariidae.net;2024.0
Caloptilia coruscans;Asia;Saharo-Arabian;de Prins, J., de Prins, W. (2024). Global Taxonomic Database of Gracillariidae (Lepidoptera). Avaliable at: http://www.gracillariidae.net;2024.0
Caloptilia coruscans;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Caloptilia mabaella;Oceania;Oceanian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Caloptilia negundella;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Caloptilia roscipennella;Asia;Palearctic;de Prins, J., de Prins, W. (2024). Global Taxonomic Database of Gracillariidae (Lepidoptera). Avaliable at: http://www.gracillariidae.net;2024.0
Caloptilia roscipennella;Europe;Palearctic;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Caloptilia roscipennella;Europe;Palearctic;Mir, S. et al. (2024). First record of the invasive walnut leaf miner Caloptilia roscipennella (Lepidoptera: Gracillariidae) in Kashmir, India. Journal of Applied Entomology, 148(8), 882-887;2024.0
Caloptilia roscipennella;Asia;Saharo-Arabian;de Prins, J., de Prins, W. (2024). Global Taxonomic Database of Gracillariidae (Lepidoptera). Avaliable at: http://www.gracillariidae.net;2024.0
Erionota torus;Asia;Sino-Japanese;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Galleria mellonella;Asia;Oriental;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Calpodes ethlius;North America;Nearctic;Young, A. (1982). Notes on the interaction of the skipper butterfly Calpodes ethlius (Lepidoptera: Hesperiidae) with its larval host plant Canna edulis (Cannaceae) in Mazatlan, State of Sinaloa, Mexico. Journal of the New York Entomological Society. 90(2): 99-114;1982.0
Calpodes ethlius;South America;Neotropical;Young, A. (1982). Notes on the interaction of the skipper butterfly Calpodes ethlius (Lepidoptera: Hesperiidae) with its larval host plant Canna edulis (Cannaceae) in Mazatlan, State of Sinaloa, Mexico. Journal of the New York Entomological Society. 90(2): 99-114;1982.0
Calpodes ethlius;North America;Panamanian;Young, A. (1982). Notes on the interaction of the skipper butterfly Calpodes ethlius (Lepidoptera: Hesperiidae) with its larval host plant Canna edulis (Cannaceae) in Mazatlan, State of Sinaloa, Mexico. Journal of the New York Entomological Society. 90(2): 99-114;1982.0
Calpodes ethlius;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Gypsonoma aceriana;Europe;Palearctic;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Cameraria ohridella;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Caphys biliniata;South America;Neotropical;Rodriguez, A. et al. (2023). Capiitulo XIII Insectos asociados a los cultivares hibridos interespecificos OxG. In: Romero, H. Los hibridos interespecificos OxG de palma de aceite. Cenipalma. Bogota D.C., Colombia;2023.0
Caphys biliniata;South America;Neotropical;Cock, M. (2017) A preliminary catalogue of the moths (Lepidoptera except Papilionoidea) of Tobago, West Indies. Insecta Mundi. 585: 1-58;2017.0
Caphys biliniata;North America;Panamanian;Aguila, R. (2004). Lepidoptera (Insecta) de Topes de Collantes, Sancti Spiritus, Cuba. Boletin de la SEA Sociedad Entomologica Aragonisa. 34: 151-159;2004.0
Caphys biliniata;North America;Panamanian;Miller, J, et al. (2012). An annotated list of the Lepidoptera of Honduras. Insecta Mundi. 205: 1-72;2012.0
Caphys biliniata;South America;Panamanian;Rodriguez, A. et al. (2023). Capiitulo XIII Insectos asociados a los cultivares hibridos interespecificos OxG. In: Romero, H. Los hibridos interespecificos OxG de palma de aceite. Cenipalma. Bogota D.C., Colombia;2023.0
Caphys biliniata;South America;Panamanian;Miller, J, et al. (2012). An annotated list of the Lepidoptera of Honduras. Insecta Mundi. 205: 1-72;2012.0
Caphys biliniata;North America;Nearctic;Miller, J, et al. (2012). An annotated list of the Lepidoptera of Honduras. Insecta Mundi. 205: 1-72;2012.0
Hypsipyla grandella;North America;Nearctic;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Capua intractana;Australia;Australian;Benn, M. et al. (1981). A Sex Attractant for Sperchia intractana Walker (Lepidoptera: Tortricidae) in New Zealand. Zeitschrift fur Naturforschung C. 36(1-2): 178-179;1981.0
Capua intractana;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Hypsipyla grandella;South America;Neotropical;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Hypsipyla grandella;Oceania;Oceanian;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Hypsipyla grandella;North America;Panamanian;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Hypsipyla grandella;South America;Panamanian;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Leucoptera malifoliella;Asia;Palearctic;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Leucoptera malifoliella;Europe;Palearctic;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Caradrina clavipalpis;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Caradrina clavipalpis;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Caradrina kadenii;Asia;Palearctic;de-Gregorio, J. (1982). Las Platyperigea Smith, 1894 (insectivora. Lepidoptera) de Cataluna y Baleares. Bolletin de la Societat dHistoria Natural de les Balears. 26: 151-156;1982.0
Caradrina kadenii;Europe;Palearctic;de-Gregorio, J. (1982). Las Platyperigea Smith, 1894 (insectivora. Lepidoptera) de Cataluna y Baleares. Bolletin de la Societat dHistoria Natural de les Balears. 26: 151-156;1982.0
Caradrina kadenii;Africa;Saharo-Arabian;de-Gregorio, J. (1982). Las Platyperigea Smith, 1894 (insectivora. Lepidoptera) de Cataluna y Baleares. Bolletin de la Societat dHistoria Natural de les Balears. 26: 151-156;1982.0
Caradrina kadenii;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Caradrina morpheus;Asia;Palearctic;Kocak, O., Cerci, B. (2021). Lepidoptera fauna of Karaman with two new records for Turkey. Munis Entomology and Zoology. 16(2): 1171-1234;2021.0
Caradrina morpheus;Europe;Palearctic;Crabo, L., Holden, D. (2020). A Review of Established Accidentally-Introduced Noctuoidea in the Pacific Northwest Region of North America, with First Report of the Eurasian Cutworm Mesapamea secalis (L.)(Noctuidae, Noctuinae, Apameini) for North America. The Journal of the Lepidopterists Society. 74(2): 95-105;2020.0
Caradrina morpheus;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Carcina quercana;Europe;Palearctic;Meyrick, E. (1895). A Handbook of British Lepidoptera. Macmillan and Co. United Kingdom, London. 843pp;1895.0
Carcina quercana;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Carmenta mimosa;North America;Nearctic;Passoa, S. (1983). A new clear wing moth (Sesiidae) from Central America: a stem borer in Mimosa pigra. The Journal of the Lepidopterists Society. 37: 193-206;1983.0
Carmenta mimosa;North America;Panamanian;Passoa, S. (1983). A new clear wing moth (Sesiidae) from Central America: a stem borer in Mimosa pigra. The Journal of the Lepidopterists Society. 37: 193-206;1983.0
Carmenta mimosa;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Carpatolechia fugitivella;Europe;Palearctic;Junnilainen, J. et al. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;2010.0
Carpatolechia fugitivella;Asia;Palearctic;Junnilainen, J. et al. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;2010.0
Carposina autologa;Australia;Australian;Gordon, A., Lyons, C. (2017). Current status of Carposina autologa (Lepidoptera: Carposinidae), a biological control agent of silky hakea, Hakea sericea (Proteaceae) and rock hakea, Hakea gibbosa (Proteaceae) in the Western Cape, South Africa. African Entomology. 25(1): 250-253;2017.0
Carposina autologa;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Leucoptera malifoliella;Asia;Saharo-Arabian;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Carposina neurophorella;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
