Reference;Title;CrossRef
Ben-Yakir, D., Chen, M., Sinev, S. and Seplyarsky, V. (2013). Chilo partellus (Swinhoe) (Lepidoptera: Pyralidae) a new invasive species in Israel. Journal of Applied Entomology. 137: 398-400;Chilo partellus (Swinhoe) (Lepidoptera Pyralidae) a new invasive species in Israel;BenYakir, D., Chen, M., Sinev, S., Seplyarsky, V. (2012). iChilo partellusi (Swinhoe) (Lepidoptera Pyralidae) a new invasive species in Israel. Journal of Applied Entomology, 137, 398-400
Yaacoby, T. and Seplyarsky, V. (2011). Epiblema strenuana (Walker, 1863) (Lepidoptera: Tortricidae), a new species in Israel. Bulletin OEPP/EPPO Bulletin 41: 243-246;Epiblema strenuana (Walker, 1863) (Lepidoptera Tortricidae), a new species in Israel;Yaacoby, T., Seplyarsky, V. (2011). iEpiblema strenuanai (Walker, 1863) (Lepidoptera Tortricidae), a new species in Israel. EPPO Bulletin, 41, 243-246
Kaspi, R., Steinitz, H., Nemny-Lavi, E., Lebedev, G., Melamed, E., and Gazit, Y. (2019). Nontarget host risk assessment of the egg parasitoid trichogrammatoidea cryptophlebiae (hymenoptera: Trichogrammatidae) for classical biological control of the false codling moth (Lepidoptera: Tortricidae) in Israel. Journal of Economic Entomology. 113(2): 1023-1027;Nontarget host risk assessment of the egg parasitoid trichogrammatoidea cryptophlebiae (hymenoptera Trichogrammatidae) for classical biological control of the false codling moth (Lepidoptera Tortricidae) in Israel;Kaspi, R., Steinitz, H., Nemny-Lavi, E., Lebedev, G., Melamed, E., Gazit, Y. (2019). Nontarget Host Risk Assessment of the Egg Parasitoid Trichogrammatoidea cryptophlebiae (Hymenoptera Trichogrammatidae) for Classical Biological Control of the False Codling Moth (Lepidoptera Tortricidae) in Israel. Journal of Economic Entomology, 113, 1023-1027
Levi-Zada, A., Fefer, D., Madar, R., Steiner, S. and Kaspi, R. (2019). Evaluation of pheromone of false codling moth Thaumatotibia leucotreta in Israel by sequential SPME/GCMS analysis and field trials. Journal of Pest Science. 93: 519-529;Evaluation of pheromone of false codling moth Thaumatotibia leucotreta in Israel by sequential SPMEGCMS analysis and field trials;Levi-Zada, A., Fefer, D., Madar, R., Steiner, S., Kaspi, R. (2019). Evaluation of pheromone of false codling moth Thaumatotibia leucotreta in Israel by sequential SPMEGCMS analysis and field trials. Journal of Pest Science, 93, 519-529
Wysoki, M. (1986) New records of lepidopterous pests of macadamia in Israel. Phytoparasitica, 14(2).;;
Markhasiov, M. (2023). First record of Western Pygmy-Blue Brephidium exilis (Boisduval, 1852) in Iran. Atalanta. 54(1): 116-118;First record of Western Pygmy-Blue Brephidium exilis (Boisduval, 1852) in Iran;Pope, M., Nithyanandan, M. (2014). Record of the Western Pygmy Blue Butterfly Brephidium exilis (Boisduval, 1852) (Lepidoptera Lycaenidae) from Sabah Al Ahmad Sea City, Kuwait. Journal of Threatened Taxa, 6, 6723-6725
Farahani, S., Salehi, M., Farashiani, M., Kazerani, F., Kouhjani-Gorji, M., Trujeni, S., ... and Talebi, A. (2021). Life Cycle of Cydalima perspectalis (Walker, 1859) (Lepidoptera: Crambidae), an Invasive Exotic Pest in Hyrcanian Forests of Iran. Journal of Agricultural Science and Technology. 23(2): 361-370;Life Cycle of Cydalima perspectalis (Walker, 1859) (Lepidoptera Crambidae), an Invasive Exotic Pest in Hyrcanian Forests of Iran;Hizal, E., Kose, M., Yesil, C., Kaynar, D. (2012). The New Pest Cydalima perspectalis (Walker, 1859) (Lepidoptera Crambidae) in Turkey. Journal of Animal and Veterinary Advances, 11, 400-403
Karami, A., Talebi, A., Gilasian, E., Fathipour, Y. and Mehrabadi, M. (2022). Native parasitoids of the fall webworm, Hyphantria cunea (Drury, 1773) (Lepidoptera, Erebidae), an invasive alien pest in northern Iran. Journal of Insect Biodiversity and Systematics. 09(1): 81-101;Native parasitoids of the fall webworm, Hyphantria cunea (Drury, 1773) (Lepidoptera, Erebidae), an invasive alien pest in northern Iran;Karami, A., , ., Talebi, A., , ., Gilasian, E., , ., Fathipour, Y., , ., Mehrabadi, M., , . (2023). Native parasitoids of the fall webworm, Hyphantria cunea (Drury, 1773) (Lepidoptera, Erebidae), an invasive alien pest in northern Iran. Journal of Insect Biodiversity and Systematics, 9, 81-101
Falsafi, H., Alipanah, H., Ostovan, H., Hesami, S. and Zahiri, R. (2022). Forecasting the potential distribution of Spodoptera exigua and S. littoralis (Lepidoptera, Noctuidae) in Iran. Journal of Asia-Pacific Entomology. 25: 101956;Forecasting the potential distribution of Spodoptera exigua and S. littoralis (Lepidoptera, Noctuidae) in Iran;Falsafi, H., Alipanah, H., Ostovan, H., Hesami, S., Zahiri, R. (2022). Forecasting the potential distribution of Spodoptera exigua and S. littoralis (Lepidoptera, Noctuidae) in Iran. Journal of Asia-Pacific Entomology, 25, 101956
Pullaiah, T. and Ielmini, M.R. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 2: Issues and Invasions in Asia and the Pacific region. Wiley. 304pp.;Invasive Alien Species Observations and Issues from Around the World;Genovesi, P. (2009). Invasive alien species in a changing world. Biodiversity, 10, 3-4
Merit, X., Gayman, J., Merit, V. and Manil, L. (2009). Papilio demoleus [Linnaeus, 1758] - Une expansion mondiale (Lepidoptera: Papilionidae). Lepidopteres-Revue des Lepidopteristes de France. 18: 44-47;Papilio demoleus Linnaeus, 1758 - Une expansion mondiale (Lepidoptera Papilionidae);Yong, S., Teruel, R., Breto, D. (2018). OCCURRENCE OF THE LIME SWALLOWTAIL PAPILIO DEMOLEUS LINNAEUS, 1758 (LEPIDOPTERA PAPILIONIDAE) IN WESTERN CUBA. Ecologica Montenegrina, 18, 15-17
Ayoub, M.A. (1960). Phyllocnistis citrella Stainton, a main citrus pest in Saudi Arabia. Bulletin de la Societe entomologique d Egypte (Cairo). 44: 387-391;Phyllocnistis citrella Stainton, a main citrus pest in Saudi Arabia;Gabrys, B., Capinera, J., Legaspi, J., Legaspi, B., Long, L., Capinera, J., Ellis, J., Weber, D., Saska, P., Chaboo, C., Wiener, L., Cresswell, J., Giberson, D., Orphanides, G., Klotz, J., Hansen, L., Capinera, J., Heppner, J., Sikes, D., Hangay, G., Heppner, J., Neuenschwander, P., Bellotti, A., Capinera, J., Hinkle, N., Koehler, P., Taylor, S., Slaney, D., Weinstein, P., Mitsuhashi, J., Heppner, J., Hurd, H., Jurez, M., Capinera, J., Bernays, E., Mcauslane, H., Moriya, S., Roe, K., Mccravy, K., Seal, D., Klassen, W., Hammad, E., Capinera, J., Broza, M., Nation, J., Pszczolkowski, M., Sanborn, A., Meagher, R., Hoy, M., Potter, D., Heath, A., Capinera, J., Bennett, G., Howard, F., Vega, F., Barrera, J., Rivers, D., Choate, P., Frank, J., Weber, D., Frank, J., Heppner, J., Mccravy, K., Menalled, F., Landis, D., Sourakov, A., Emmel, T., Downing, H., Neven, L., Mitcham, E., Tanaka, S., Vzquez, ., Tsai, J., Capinera, J., Capinera, J., Tsai, J., Heppner, J., Capinera, J., Capinera, J., Liburd, O., Nyoike, T., Scott, C., Byers, G., Herbert, J., Mizell, R., Cranshaw, W., Heppner, J., Smith, H., Kok, L., Edmunds, M., Okuda, T., Hangay, G., Merkl, O., Szl, G., All, J., Cherry, R., Clercq, P., Jolivet, P. (2008). Citrus Leafminer, Phyllocnistis citrella (Stainton) (Lepidoptera Gracillaridae). Encyclopedia of Entomology, , 878-878
Mifsud, C., Magro, D. and Vella, A. (2019). First record and DNA barcode of the clearwing moth Tinthia tineiformis (Esper, 1789) from Malta, central Mediterranean. Check List. 15 (4): 595-599;First record and DNA barcode of the clearwing moth Tinthia tineiformis (Esper, 1789) from Malta, central Mediterranean;Mifsud, C., Magro, D., Vella, A. (2019). First record and DNA barcode of the clearwing moth Tinthia tineiformis (Esper, 1789) from Malta, central Mediterranean. Check List, 15, 595-599
Fric, Z., Dickinson, R., Fetouh, G., Larsen, T., Schon, W. and Wiemers, M. (2014). First record of the cycad blue, Chilades pandava, in Egypt - a new invasive butterfly species in the Mediterranean region and on the African continent (Lepidoptera: Lycaenidae). African Entomology. 22(2): 315-319;First record of the cycad blue, Chilades pandava, in Egypt - a new invasive butterfly species in the Mediterranean region and on the African continent (Lepidoptera Lycaenidae);Fric, Z., Dickinson, R., Fetouh, G., Larsen, T., Schn, W., Wiemers, M. (2014). First Record of the Cycad Blue,iChilades pandavai, in Egypt  A New Invasive Butterfly Species in the Mediterranean Region and on the African Continent (Lepidoptera Lycaenidae). African Entomology, 22, 315-319
Gamil, W. (2020). Fall Armyworm Spodoptera frugiperda (J. E. Smith) (Lepidoptera: Noctuidae) Biological Aspects as A New Alien Invasive Pest in Egypt. Egyptian Academy Journal of Biological Science. 13(3): 189-196;Fall Armyworm Spodoptera frugiperda (J;Deshmukh, S., Prasanna, B., Kalleshwaraswamy, C., Jaba, J., Choudhary, B. (2021). Fall Armyworm (Spodoptera frugiperda). Polyphagous Pests of Crops, , 349-372
Salem, S. and Abdel-Moniem, H. (2015). Evaluation of non-traditional approaches for controlling tomato moth, Tuta absoluta Meyrick (Lepidoptera, Gelechiidae), a new invasive pest in Egypt. Archives of Phytopathology and Plant Protection. 48(4): 319-326;Evaluation of non-traditional approaches for controlling tomato moth, Tuta absoluta Meyrick (Lepidoptera, Gelechiidae), a new invasive pest in Egypt;Salem, S., Abdel-Moniem, A. (2014). Evaluation of non-traditional approaches for controlling tomato moth,iTuta absolutaiMeyrick (Lepidoptera, Gelechiidae), a new invasive pest in Egypt. Archives Of Phytopathology And Plant Protection, 48, 319-326
Haddad, K., Kalaentzis, K. and Demetriou, J. (2020). On track to becoming a cosmopolitan invasive species: First record of the box tree moth Cydalima perspectalis (Lepidoptera: Crambidae) in the African continent. Entomologia Hellenica. 29: 27-32;On track to becoming a cosmopolitan invasive species First record of the box tree moth Cydalima perspectalis (Lepidoptera Crambidae) in the African continent;Haddad, K., Kalaentzis, K., Demetriou, J. (2020). On track to becoming a cosmopolitan invasive species First record of the box tree moth Cydalima perspectalis (Lepidoptera Crambidae) in the African continent. ENTOMOLOGIA HELLENICA, 29, 27
Almi, A., Bradai, L., Bissati-Bouafia, S. and Korichi R. (2018). Appearance of Virachola livia (Klug, 1834) (Lepidoptera: Lycaenidae) and Study of Some Biological Parameters in and Arid Region of Algeria. Ciencia e Tecnica Vitivinicola. 33(10): 85-96;Appearance of Virachola livia (Klug, 1834) (Lepidoptera Lycaenidae) and Study of Some Biological Parameters in and Arid Region of Algeria;Arafa, A., Abd Elaziz, H., El-Ashry, R. (2012). ALTERNATIVE METHODS FOR CONTROLLING POMEGRANATE BUTTERFLY Virachola livia KLUG (LEPIDOPTERA LYCAENIDAE). Journal of Plant Protection and Pathology, 3, 327-335
European and Mediterranean Plant Protection Organization (EPPO) (1991). Spodoptera littoralis in Iraq. EPPO Reporting Service, 07 - 1991: 1991/16;Spodoptera littoralis in Iraq;Unknown Author (1981). Spodoptera littoralis (Boisduval). EPPO Bulletin, 11, 1-6
Benyamini, D., Bruschini, C., Serra, G. and John, E. (2007) First confirmed records of Papilio demoleus (Linnaeus 1758) in Syria, with comments on the species‚ appearance in Turkey and the Dominican Republic. News of the Israeli Lepidopterists Society. 24(2), 4-11;;
European and Mediterranean Plant Protection Organization (EPPO) (1978). Official List of Dangerous Pests to Tunisia. EPPO Reporting Service, 01 - 1978: 1978/05;Official List of Dangerous Pests to Tunisia;Unknown Author (None). Tunisia - Official Gazette. Foreign Law Guide, , 
Ehsine, M. and Aoun, F. (2020). First report of the defoliator moth, Spoladea recurvalis (Fabricius, 1775) (Lepidoptera: Crambidae), in Tunisia. Bulletin OEPP/EPPO Bulletin. 50(2): 304-306;First report of the defoliator moth, Spoladea recurvalis (Fabricius, 1775) (Lepidoptera Crambidae), in Tunisia;Ehsine, M., Aoun, F. (2020). First report of the defoliator moth, iSpoladea recurvalis i(Fabricius, 1775) (Lepidoptera Crambidae), in Tunisia. EPPO Bulletin, 50, 304-306
Ksentini, I., Jardak, T. and Zeghal, N. (2011). First report on Virachola livia Klug. (Lepidoptera: Lycaenidae) and its effects on different pomegranate varieties in Tunisia. Bulletin OEPP/EPPO Bulletin. 41: 178-182;First report on Virachola livia Klug. (Lepidoptera Lycaenidae) and its effects on different pomegranate varieties in Tunisia;Ksentini, I., Jardak, T., Zeghal, N. (2011). First report on iVirachola liviai Klug. (Lepidoptera Lycaenidae) and its effects on different pomegranate varieties in Tunisia. EPPO Bulletin, 41, 178-182
Ba-Angood, S. (1978). On the biology and food preference of the Citrus leaf miner, Phyllocnistis citrella Stainton (Gracilariidae, Lepidoptera) in PDR of Yemen. Journal of Applied Entomology. 86(1-4): 53-57;On the biology and food preference of the Citrus leaf miner, Phyllocnistis citrella Stainton (Gracilariidae, Lepidoptera) in PDR of Yemen;BaAngood, S. (1978). On the biology and food preference of the Citrus leaf miner, Phyllocnistis citrella Stainton (Gracilariidae, Lepidoptera) in PDR of Yemen. Zeitschrift fr Angewandte Entomologie, 86, 53-57
Jallow, M., Dahab A., Albaho, M., Devi, V., Awadh, D. and Thomas, B. (2019). Baseline susceptibility and assessment of resistance risk to flubendiamide and chlorantraniliprole in Tuta absoluta (Lepidoptera: Gelechiidae) populations from Kuwait. Applied Entomology and Zoology. 54: 91-99;Baseline susceptibility and assessment of resistance risk to flubendiamide and chlorantraniliprole in Tuta absoluta (Lepidoptera Gelechiidae) populations from Kuwait;Jallow, M., Dahab, A., Albaho, M., Devi, V., Awadh, D., Thomas, B. (2018). Baseline susceptibility and assessment of resistance risk to flubendiamide and chlorantraniliprole in Tuta absoluta (Lepidoptera Gelechiidae) populations from Kuwait. Applied Entomology and Zoology, 54, 91-99
Delabye, S., Maicher, V., Safian, S., Potocky, P., Mertens, J., Przybylowicz, L., ... and Tropek, R. (2020). First records of 31 species of butterflies and moths (Lepidoptera) in Cameroon, with remarks on their elevational ranges. Biodiversity Data Journal. 8: e50543;First records of 31 species of butterflies and moths (Lepidoptera) in Cameroon, with remarks on their elevational ranges;Delabye, S., Maicher, V., Sfin, S., Potock, P., Mertens, J., Przybyowicz, ., Murkwe, M., Kobe, I., Fokam, E., Janeek, ., Tropek, R. (2020). First records of 31 species of butterflies and moths (Lepidoptera) in Cameroon, with remarks on their elevational ranges. Biodiversity Data Journal, 8, 
du Plessis, H. (2002). Groundnut leaf miner, Aproaerema modicella in Southern Africa. International Arachis Newsletter. 22: 48-49;Groundnut leaf miner, Aproaerema modicella in Southern Africa;Unknown Author (2022). Aproaerema modicella (groundnut leaf miner). PlantwisePlus Knowledge Bank, Species Pages, 
Kinyanjui, G., Khamis, F., Ombura, F., Kenya, E., Ekesi, S. and Mohamed, S. (2019). Infestation Levels and Molecular Identification Based on Mitochondrial COI Barcode Region of Five Invasive Gelechiidae Pest Species in Kenya. Journal of Economic Entomology. 112(2): 872-882;Infestation Levels and Molecular Identification Based on Mitochondrial COI Barcode Region of Five Invasive Gelechiidae Pest Species in Kenya;Kinyanjui, G., Khamis, F., Ombura, F., Kenya, E., Ekesi, S., Mohamed, S. (2018). Infestation Levels and Molecular Identification Based on Mitochondrial COI Barcode Region of Five Invasive Gelechiidae Pest Species in Kenya. Journal of Economic Entomology, 112, 872-882
Pettey, F. (1947). The biological control of prickly pears in South Africa. Science Bulletin 271. Department of Agriculture, Union of South Africa. Entomology Series. 22:1-163;The biological control of prickly pears in South Africa;Zimmermann, H., Moran, V. (1991). Biological control of prickly pear, Opuntia ficusindica (Cactaceae), in South Africa. Agriculture, Ecosystems amp Environment, 37, 29-35
European and Mediterranean Plant Protection Organization (EPPO) (1991). First record of Cydia molesta in South Africa. EPPO Reporting Service, 03 - 1991: 1991/10;First record of Cydia molesta in South Africa;Uk, Cab International, . (2008). iCydia molestai            . Distribution map.. Distribution Maps of Plant Pests, , 
