ReferenceID,BibliographicReference,ReferenceYear
REF756,"""Kuhlmann U. et al. (1998). Quantifying the impact of insect predators and parasitoids on populations of the apple ermine moth Yponomeuta malinellus (Lepidoptera: Yponomeutidae) in Europe. Bulletin of Entomological Research. 88(2): 165-175""",1998.0
REF757,"""Kacar G. Ulusoy M. (2011). Zelleria oleastrella (Milliere) (Lepidoptera: Yponomeutidae) a new record for the fauna of Turkey. Turkish Journal of Zoology. 35(6): 15""",2011.0
REF758,"""Howard L. Chittenden F. (1909). The Leopard Moth:(Zeuzera Pyrina Fab.). US Department of Agriculture Bureau of Entomology Circular. 109: July 6 1909""",1909.0
REF759,"""Yago M. et al. (2008). Molecular systematics and biogeography of the genus Zizina (Lepidoptera: Lycaenidae). Zootaxa. 1746(1): 15-38""",2008.0
REF760,"""Mengal F. et al. (2017). Faunistics of Butterflies (Lepidoptera: Rephalocera) with some new records from Quetta Bolochistan Pakistan. University of Sindh Journal of Animal Sciences. 3(1): 26-35""",2017.0
REF761,"""Fric Z. Hula V. (2013). Zizula hylax (Fabricius 1775) new butterfly species for Socotra (Lepidoptera: Lycaenidae). SHILAP Revista de Lepidopterologia. 41(164): 571-575""",2013.0
REF762,"""Habeck D. Bennett F. (1990). Cactoblastis cactorum Berg (Lepidoptera: Pyralidae) a phycitine new to Florida. Entomology Circular. 333""",1990.0
REF763,"""Dapporto L. Dennis R. (2010). Skipper impoverishment on large West Mediterranean islands (Lepidoptera Hesperioidea): deterministic historical and stochastic factors. Biodiversity and conservation. 19: 2637-2649""",2010.0
REF764,"""Karsholt O. et al. (2006). A new species of Agonopterix feeding on giant hogweed (Heracleum mantegazzianum) in the Caucasus with a discussion of the nomenclature of A. heracliana (Linnaeus)(Depressariidae). Nota lepidopterologica 28(3): 177-192""",2006.0
REF765,"""Nakahara L. et al. (1992). Review and status of biological control of Clidemia in Hawaii. Alien plant invasions in native ecosystems of Hawaii: management and research. University of Hawaii Department of Botany Cooperative National Park Resources Unit Honolulu HI.""",1992.0
REF766,"""Simpson A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0 November 2022): U.S. Geological Survey data release.""",2022.0
REF767,"""Austin K. Rubinoff D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49–74""",2022.0
REF768,"""Rubinoff D. et al. (2015). The Sleepy Orange transits the Pacific: a new butterfly species for Hawaii. News of The Lepidopterists Society. 57(2): 72-73""",2015.0
REF769,"""Richards N. (2024). Acalyptris platani (Muller-Rutz 1934)(Lep.: Nepticulidae) new to the British Isles. Entomologists Record and Journal of Variation. 136: 36-38""",2024.0
REF770,"""Yamanaka T. et al. (2015). Comparison of insect invasions in North America Japan and their Islands. Biological Invasions. 17(10): 3049-3061""",2015.0
REF771,"""Jacobs J. Mangold J. (2009). Ecology and Management of Eurasian Watermilfoil (Myriophyllum spicatum L.). United States Department of Agriculture. Natural Resources Conservation Service. Invasive Species Technical Note. MT-23""",2009.0
REF772,"""Nishida G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp""",2002.0
REF773,"""Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.""",2020.0
REF774,"""European and Mediterranean Plant Protection Organization (EPPO) (2009). First report of an unsual insect species in Hungary: Acharia stimulea. EPPO Reporting Service. 2009(10): 2009/191""",2009.0
REF775,"""Timus A. (2015). The Invasive Entomofauna of the Holometabola Group Superorder Mecopteroidea for Republic of Moldova. Current Trends in Natural Sciences. 4(7): 50-58""",2015.0
REF776,"""Lastuvka Z. et al. (2023). Butterfl ies and moths (Lepidoptera) of Czechia – updated list of species. MENDEKU Agronomicka fakulta.""",2023.0
REF777,"""Braby M. (2013). The Tawny Coster Acraea terpsicore in the Northern Territory a new butterfly for Australia. Nature Territory. Newsletter of the Northern Territory Field Naturalists Club Inc. February 2013: 5""",2013.0
REF778,"""Puillandre N. et al. (2008). Genetic bottleneck in invasive species: the potato tuber moth adds to the list. Biological Invasions. 10: 319-333""",2008.0
REF779,"""Mason P. et al. (2010). Biology and development of leek moth Acrolepiopsis assectella (Lepidoptera: Acrolepiidae) in eastern Ontario. Canadian Entomologist. 142: 393-404""",2010.0
REF780,"""Handfield L. et al. (1997). Liste des lepidopteres du Quebec et du Labrador. Fabreries Supplement 7""",1997.0
REF781,"""European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.""",2024.0
REF782,"""Heckford R. (1986). A specimen of the Adoxophyes privatana (Walker) species-group (Lepidoptera: Tortricidae) bred from imported orchids. Entomologists Gazette. 37: 196""",1986.0
REF783,"""National Institute for Environmental Studies - Japan (2024). Invasive Species of Japan: Lepidopterans (provisional list)""",2024.0
REF784,"""National Institute for Agro-Environmental Sciences (2007). NIAES Asian-Pacific Alien Species Database.""",2007.0
REF785,"""Andreas J. et al. (2022). Common Gorse Biocontrol Agents: History and Ecology in North America. In: R. Winston Ed. Biological Control of Weeds in North America. North American Invasive Species Management Association Milwaukee WI. NAISMA-BCW-2022-12-GORSE-A""",2022.0
REF786,"""Shine C. et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme Cape Town South Africa""",2003.0
REF787,"""Byrne C. and Moyle D. (2019). The Caterpillar Key Fact Sheet: Elachistidae (Agonoxeninae: Agonoxenini).""",2019.0
REF788,"""Ballesteros-Mejia L. et al. (2011). Projecting the potential invasion of the pink spotted hawkmoth (Agrius cingulata) across Africa. International Journal of Pest Management. 57(2): 153-159""",2011.0
REF789,"""Austin K. Rubinoff D. (2023). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2022. Bishop Museum Occasional Papers 148: 175–184""",2023.0
REF790,"""Austin K. Rubinoff D. (2024). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2023. Bishop Museum Occasional Papers 156: 111–121""",2024.0
REF791,"""Demetriou J. et al. (2023). The Alien to Cyprus Entomofauna (ACE) database: a review of the current status of alien insects (Arthropoda Insecta) including an updated species checklist discussion on impacts and recommendations for informing management. NeoBiota. 83: 11-42""",2023.0
REF792,"""Burghardt K. et al. (2010). Non-native plants reduce abundance richness and host specialization in lepidopteran communities. Ecosphere. 1(15): 11""",2010.0
REF793,"""Pinya S. et al. (2013). Distribution and status of Antheraea pernyi (Guerin- Meneville 1855) in the island of Mallorca (Spain) (Lepidoptera: Saturniidae). SHILAP Revista Lepidorologica. 41(163): 377-381""",2013.0
REF794,"""Peigler R. (2012). Diverse evidence that Antheraea pernyi (lepidoptera: Saturniidae) is entirely of sericultural origin. Tropical Lepidoptera Research. 22: 93-99""",2012.0
REF795,"""Pullaiah T. Ielmini M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 3: Issues and Invasions in Europe. Wiley. 326pp""",2021.0
REF796,"""van Nieukerken E. et al. (2012). Antispila oinophylla new species (Lepidoptera Heliozelidae) a new North American grapevine leafminer invading Italian vineyards: taxonomy DNA barcodes and life cycle. ZooKeys. 170: 29-77""",2012.0
REF797,"""Blumberg D. (2008). Review: Date Palm Arthropod Pests and Their Management in Israel. Phytoparasitica. 36(5): 411-448""",2008.0
REF798,"""Perring T. et al. (2015). Carob Moth Lesser Date Moth and Raisin Moth. In: W. Wakil et al. (eds.) Sustainable Pest Management in Date Palm: Current Status and Emerging Challenges Sustainability in Plant and Crop Protection. Springer International Publishing. 109-167""",2015.0
REF799,"""du Plessis H. (2002). Groundnut leaf miner Aproaerema modicella in Southern Africa. International Arachis Newsletter. 22: 48-49""",2002.0
REF800,"""Kinyanjui G. et al. (2019). Infestation Levels and Molecular Identification Based on Mitochondrial COI Barcode Region of Five Invasive Gelechiidae Pest Species in Kenya. Journal of Economic Entomology. 112(2): 872-882""",2019.0
REF801,"""Sandvik H. et al. (2019). Alien plants animals fungi and algae in Norway: an inventory of neobiota. Biological Invasions. 21: 2997-3012""",2019.0
REF802,"""Baars J. (2003). Geographic range impact and parasitism of lepidopteran species associated with the invasive weed Lantana camara in South Africa. Biological Control. 28: 293-301""",2003.0
REF803,"""Austin K. Rubinoff D. (2025). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2024. Bishop Museum Occasional Papers 163: 03–10""",2025.0
REF804,"""Heckford R. Beavan S. (2020). Discovery in Cornwall England of the larva of the Tasmanian species Barea asbolaea (Meyrick 1883)(Lepidoptera: Oecophoridae) together with an account of all the early stages. Entomologists Gazette. 71(2): 75-92""",2020.0
REF805,"""Cabral M. et al. (2023) Bedellia somnulentella (Lepidoptera: Bedelliidae): New hosts of the genus Ipomoea (Convolvulaceae) in Brazil. Journal of Plant Diseases and Protection. 130(1): 205-209""",2023.0
REF806,"""dos Santos M. et al. (2021). Geographic distribution of the Ipomoea batatas (Convolvulaceae) pest Bedellia somnulentella (Zeller) (Lepidoptera: Bedelliidae) in Minas Gerais state Brazil. Journal of Plant Diseases and Protection. 28: 617-621""",2021.0
REF807,"""Markhasiov M. (2023). First record of Western Pygmy-Blue Brephidium exilis (Boisduval 1852) in Iran. Atalanta. 54(1): 116-118""",2023.0
REF808,"""National Plant Protection Organizations within the NAPPO region (2022). Report of carnation tortrix (Cacoecimorpha pronubana) in British Columbia Canada (2022) / Rapport sur la presence de la tordeuse mediterraenne de loeillet (Cacoecimorpha pronubana) en Colombie-Britannique Canada (2022). Available Online at: https://www.pestalerts.org/nappo/official-pest-reports/1032/""",2022.0
REF809,"""Hight S. et al. (2002).Expanding Geographical Range of Cactoblastis catorum (Lepidoptera: Pyralidae) in North America. Florida Entomologist. 85(3): 527-529""",2002.0
REF810,"""Johnson D. Stiling P. (1998). Distribution and Dispersal of Cactoblastis cactorum (Lepidoptera: Pyralidae) an Exotic Opuntia-Feeding Moth in Florida. The Florida Entomologist. 81(1): 12-22""",1998.0
REF811,"""Sauby K. et al. (2012). The Role of Host Identity in Determining the Distribution of the Invasive Moth Cactoblastis cactorum (Lepidoptera: Pyralidae) in Florida. Florida Entomologist. 95(3): 561-568""",2012.0
REF812,"""Pettey F. (1947). The biological control of prickly pears in South Africa. Science Bulletin 271. Department of Agriculture Union of South Africa. Entomology Series. 22: 1-163""",1947.0
REF813,"""Simmonds F. Bennett F. (1966). Biological control of Opuntia spp. by Cactoblastis cactorum in the Leeward Islands (West Indies). Entomophaga. 11: 183-189""",1966.0
REF814,"""Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.""",2015.0
REF815,"""McFadyen R. (1985). Larval characteristics of Cactoblaslis spp. (Lepidoptera: Pyralidae) and the selection of species for biological control of prickly pears ( Opuntia spp.). Bulletin of Entomological Research. 75(1): 159-168""",1985.0
REF816,"""European and Mediterranean Plant Protection Organization (EPPO) (1992). New pest on Mallorca. EPPO Reporting Service 02 - 1992: 1992/03""",1992.0
REF817,"""Martelli F. Paradiso F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952""",2022.0
REF818,"""Marko K. Verovnik R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82""",2009.0
REF819,"""Sachanowicz K. et al. (2016). State of Knowledge of Butterfly Fauna of Albania with Three New Species for the Country. Acta Zoologica Bulgarica. 68(4): 511-518""",2016.0
REF820,"""Horak M. (1994). A Review of Cadra Walker in Australia: Five New Native Species and the Two Introduced Pest Species (Lepidoptera: Pyralidae: Phycitinae). Australian Journal of Entomology. 33: 245-262""",1994.0
REF821,"""Pullaiah T. Ielmini M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 4: Issues and Invasions in the Americas and the Caribbean. Wiley. 384pp""",2021.0
REF822,"""Morimoto N. Kiritani K. (1995). Fauna of exotic insects in Japan. Bulletin of the National Institute of Agro-Environmental Sciences. 12: 87-120""",1995.0
REF823,"""Krivosheina M. Ozerova N. (2020). Horse-chestnut leafminer Cameraria ohridella: invasion history and prognosis. IOP Conference Services: Earth Environmental Sciences. 579: 012071""",2020.0
REF824,"""Kirichenko N. et al. (2023). Invasion Genetics of the Horse-Chestnut Leaf Miner Cameraria ohridella (Lepidoptera: Gracillariidae) in European Russia: A Case of Successful Involvement of Citizen Science in Studying an Alien Insect Pest. Insects. 14: 117""",2023.0
REF825,"""Ermolaev I. (2022). Parasitoids (Hymenoptera) as a Mortality Factor for Cameraria ohridella Deschka and Dimic 1986 (Lepidoptera Gracillariidae). Russian Journal of Biological Invasions. 13(3): 284-300""",2022.0
REF826,"""Gubin A. (2021). Four invasive alien phytophagous insects new to Armenia. Phytoparasitica. 49: 163-166""",2021.0
REF827,"""Augustin S. et al. (2009). Monitoring and dispersal of the invading Gracillariidae Cameraria ohridella. Journal of Applied Entomology. 133: 58-66""",2009.0
REF828,"""Girardoz S. et al. (2007). Factors favouring the development and maintenance of outbreaks in an invasive leaf miner Cameraria ohridella (Lepidoptera: Gracillariidae): a life table study. Agricultural and Forest Entomology. 9: 141-158""",2007.0
REF829,"""Guichard S. Augustin S. (2002). Acute spread in France of an invasive pest the horse chestnut leafminer Cameraria ohridella Deschka and Dimic (Lep. Gracillariidae). Journal of Pest Science. 75: 145-149""",2002.0
REF830,"""Czerniakowski Z. Olbrycht T. (2015). Invasive species and their role in historic park sites. Technical Transactions: Architecture. 5-A/2015: 34-40""",2015.0
REF831,"""Fodor E. Haruta O. (2009). Niche partition of two invasive insect species Parectopa robiniella (Lepidoptera: Gracillariidae) and Phyllonorycter robiniella (Clem.) (Lepidoptera: Gracillariidae). Research Journal of Agricultural Science. 41(2): 261-269""",2009.0
REF832,"""Rea N. (1998). Biological control: Premises ecological input and Mimosa pigra in the wetlands of Australian Top End. Wetlands Ecology and Management. 5: 227-242""",1998.0
REF833,"""Vang L. et al. (2021). Female sex pheromone secreted by Carmenta mimosa (Lepidoptera: Sesiidae) a biological control agent for an invasive weed in Vietnam. Bioscience Biotechnology and Biochemestry. 76(11): 2153-2155""",2021.0
REF834,"""Paynter Q. (2005). Evaluating the impact of biological control against Mimosa pigra in Australia. Journal of Applied Ecology. 42: 1054-1062""",2005.0
