;Species;Continent;Realm;Cosmopolitan;Reference Year;Reference;AcceptedSpecies
112;Stigmella pyri;Europe;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Stigmella pyri
113;Parapoynx polydectalis;Asia;Oriental;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Parapoynx polydectalis
114;Stigmella speciosa;Europe;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Stigmella speciosa
115;Parapoynx polydectalis;Oceania;Oceanina;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Parapoynx polydectalis
116;Stigmella aurella;Europe;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Stigmella aurella
117;Spoladea recurvalis;Asia;Oriental;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Spoladea recurvalis
118;Plutella porrectella;Asia;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Plutella porrectella
119;Idaea inquinata;Asia;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Idaea inquinata
120;Ethmia terminella;Asia;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Ethmia terminella
121;Synanthedon myopaeformis;Asia;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Synanthedon myopaeformis
122;Eupithecia phoeniceata;Europe;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Eupithecia phoeniceata
123;Gelechia senticetella;Europe;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Gelechia senticetella
124;Cydia millenniana;Asia;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Cydia millenniana
125;Haplochrois theae;Asia;Oriental;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Haplochrois theae
126;Haplochrois theae;Asia;Sino-Japanese;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Haplochrois theae
127;Earias vittella;Asia;Oriental;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Earias vittella
128;Pennisetia hylaeiformis;Asia;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Pennisetia hylaeiformis
129;Lozotaenia cedrivora;Africa;Afrotropical;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Lozotaenia cedrivora
130;Spoladea recurvalis;Africa;Saharo-Arabian;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Spoladea recurvalis
131;Callopistria maillardi;Africa;Saharo-Arabian;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Callopistria maillardi
132;Epinotia algeriensis;Africa;Saharo-Arabian;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Epinotia algeriensis
133;Lozotaenia cedrivora;Africa;Saharo-Arabian;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Lozotaenia cedrivora
134;Borkhausenia nefrax;North America;Nearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Borkhausenia nefrax
135;Hofmannophila pseudospretella;Europe;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Hofmannophila pseudospretella
136;Hofmannophila pseudospretella;Africa;Saharo-Arabian;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Hofmannophila pseudospretella
137;Spoladea recurvalis;Africa;Afrotropical;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Spoladea recurvalis
138;Callopistria maillardi;Africa;Afrotropical;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Callopistria maillardi
139;Epinotia algeriensis;Africa;Afrotropical;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Epinotia algeriensis
140;Spoladea recurvalis;Asia;Oriental;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Spoladea recurvalis
141;Prays citri;Asia;Oriental;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Prays citri
142;Cydia strobilella;Europe;Palearctic;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Cydia strobilella
143;Callopistria maillardi;Oceania;Oceanina;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Callopistria maillardi
144;Callopistria maillardi;Australia;Australian;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Callopistria maillardi
145;Callopistria maillardi;Asia;Oriental;0;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Callopistria maillardi
146;Ancylis comptana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Ancylis comptana
147;Hedya salicella;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Hedya salicella
148;Lobesiodes euphorbiana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Lobesiodes euphorbiana
149;Notocelia cynosbatella;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Notocelia cynosbatella
150;Notocelia rosaecolana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Notocelia rosaecolana
151;Ancylis comptana;North America;Nearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Ancylis comptana
152;Ancylis comptana;Asia;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Ancylis comptana
153;Dichrorampha acuminatana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Dichrorampha acuminatana
154;Endothenia quadrimaculana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Endothenia quadrimaculana
155;Epinotia abbreviana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Epinotia abbreviana
156;Spilonota laricana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Spilonota laricana
157;Acleris holmiana;Asia;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Acleris holmiana
158;Acleris holmiana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Acleris holmiana
159;Acleris forsskaleana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Acleris forsskaleana
160;Aethes rutilana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Aethes rutilana
161;Aethes rutilana;Asia;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Aethes rutilana
162;Aethes rutilana;North America;Nearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Aethes rutilana
163;Brephidium exilis;North America;Panamanian;0;2022;Calhoun, J. and Smith, R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493;Brephidium exilis
164;Brephidium exilis;South America;Panamanian;0;2022;Calhoun, J. and Smith, R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493;Brephidium exilis
165;Brephidium exilis;North America;Panamanian;0;2022;Calhoun, J. and Smith, R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493;Brephidium exilis
166;Brephidium exilis;North America;Panamanian;0;2022;Calhoun, J. and Smith, R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493;Brephidium exilis
167;Brephidium exilis;North America;Nearctic;0;2022;Calhoun, J. and Smith, R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493;Brephidium exilis
168;Brephidium exilis;North America;Panamanian;0;2022;Calhoun, J. and Smith, R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493;Brephidium exilis
169;Brephidium exilis;North America;Panamanian;0;2022;Calhoun, J. and Smith, R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493;Brephidium exilis
170;Brephidium exilis;North America;Nearctic;0;2022;Calhoun, J. and Smith, R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493;Brephidium exilis
171;Brephidium exilis;South America;Neotropical;0;2022;Calhoun, J. and Smith, R. (2022). Brephidium exilis (Lycaenidae) Colonizes the Tampa Bay Area as a New Florida State Record. Southern Lepidopterists News. 44(4): 487-493;Brephidium exilis
172;Melitara prodenialis;North America;Nearctic;0;2009;Baker, A. and Stiling, P. (2009). Comparing the effects of the exotic cactus-feeding moth, Cactoblastis cactorum (Berg) (Lepidoptera: Pyralidae) and the native cactus-feeding moth, Melitara prodenialis (Walker) (Lepidoptera: Pyralidae) on two species of Florida Opuntia. Biological Invasions. 11: 619-624;Melitara prodenialis
173;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
174;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
175;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
176;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
177;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
178;Acalyptris platani;Africa;Saharo-Arabian;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
179;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
180;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
181;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
182;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
183;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
184;Dichrorampha aeratana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Dichrorampha aeratana
185;Dichrorampha montanana;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Dichrorampha montanana
186;Dichrorampha petiverella;Europe;Palearctic;0;2020;Gilligan, T., Brown, J. and Baixeras, J. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(594);Dichrorampha petiverella
187;Acalyptris platani;Asia;Saharo-Arabian;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
188;Acalyptris platani;Asia;Sino-Japanese;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
189;Acalyptris platani;Asia;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
190;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
191;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
192;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
193;Acalyptris platani;Europe;Palearctic;0;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
