Reference;Reference Year
Chowdhury, S. et al. (2020). Coasting along to a wider range: niche conservatism in the recent range expansion of the Tawny Coster, Acraea terpsicore (Lepidoptera: Nymphalidae). Diversity and Distributions. 27: 402-415;2020
Braby, M. (2013). The Tawny Coster Acraea terpsicore in the Northern Territory, a new butterfly for Australia. Nature Territory. Newsletter of the Northern Territory Field Naturalists Club Inc. February 2013: 5;2013
Puillandre, N. et al. (2008). Genetic bottleneck in invasive species: the potato tuber moth adds to the list. Biological Invasions. 10: 319-333;2008
Mason, P. et al. (2010). Biology and development of leek moth, Acrolepiopsis assectella (Lepidoptera: Acrolepiidae), in eastern Ontario. Canadian Entomologist. 142: 393-404;2010
Handfield, L. et al. (1997). Liste des lepidopteres du Quebec et du Labrador. Fabreries, Supplement 7;1997
European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024
Heckford, R. (1986). A specimen of the Adoxophyes privatana (Walker) species-group (Lepidoptera: Tortricidae) bred from imported orchids. Entomologists Gazette. 37: 196;1986
National Institute for Environmental Studies - Japan (2024). Invasive Species of Japan: Lepidopterans (provisional list);2024
National Institute for Agro-Environmental Sciences (2007). NIAES Asian-Pacific Alien Species Database.;2007
Andreas, J. et al. (2022). Common Gorse Biocontrol Agents: History and Ecology in North America. In: R. Winston, Ed. Biological Control of Weeds in North America. North American Invasive Species Management Association, Milwaukee, WI. NAISMA-BCW-2022-12-GORSE-A;2022
Shine, C. et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa;2003
Byrne, C. and Moyle, D. (2019). The Caterpillar Key Fact Sheet: Elachistidae (Agonoxeninae: Agonoxenini).;2019
Ballesteros-Mejia, L. et al. (2011). Projecting the potential invasion of the pink spotted hawkmoth (Agrius cingulata) across Africa. International Journal of Pest Management. 57(2): 153-159;2011
Austin, K., Rubinoff, D. (2023). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2022. Bishop Museum Occasional Papers 148: 175–184;2023
Austin, K., Rubinoff, D. (2024). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2023. Bishop Museum Occasional Papers 156: 111–121;2024
Demetriou, J. et al. (2023). The Alien to Cyprus Entomofauna (ACE) database: a review of the current status of alien insects (Arthropoda, Insecta) including an updated species checklist, discussion on impacts and recommendations for informing management. NeoBiota. 83: 11-42;2023
Burghardt, K. et al. (2010). Non-native plants reduce abundance, richness, and host specialization in lepidopteran communities. Ecosphere. 1(15): 11;2010
Kravchenko, V.,et al. (2014). Seven invasive owlet moths (Lepidoptera: Noctuidae) in Israel and their potential parasitoids (Hymenoptera: Chalcidoidea). Phytoparasitica. 42: 333-339;2014
Pinya, S. et al. (2013). Distribution and status of Antheraea pernyi (Guerin- Meneville, 1855) in the island of Mallorca (Spain) (Lepidoptera: Saturniidae). SHILAP Revista Lepidorologica. 41(163): 377-381;2013
Peigler, R. (2012). Diverse evidence that Antheraea pernyi (lepidoptera: Saturniidae) is entirely of sericultural origin. Tropical Lepidoptera Research. 22: 93-99;2012
Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 3: Issues and Invasions in Europe. Wiley. 326pp;2021
Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org;2020
Nishida G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002
van Nieukerken, E. et al. (2012). Antispila oinophylla new species (Lepidoptera, Heliozelidae), a new North American grapevine leafminer invading Italian vineyards: taxonomy, DNA barcodes and life cycle. ZooKeys. 170: 29-77;2012
Blumberg, D. (2008). Review: Date Palm Arthropod Pests and Their Management in Israel. Phytoparasitica. 36(5): 411-448;2008
Perring, T. et al. (2015). Carob Moth, Lesser Date Moth, and Raisin Moth. In: W. Wakil et al. (eds.), Sustainable Pest Management in Date Palm: Current Status and Emerging Challenges, Sustainability in Plant and Crop Protection. Springer International Publishing. 109-167;2015
Austin K., Rubinoff D. (2024). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2023. Bishop Museum Occasional Papers. 156: 111-121;2024
du Plessis, H. (2002). Groundnut leaf miner, Aproaerema modicella in Southern Africa. International Arachis Newsletter. 22: 48-49;2002
Kinyanjui, G. et al. (2019). Infestation Levels and Molecular Identification Based on Mitochondrial COI Barcode Region of Five Invasive Gelechiidae Pest Species in Kenya. Journal of Economic Entomology. 112(2): 872-882;2019
Sandvik, H. et al. (2019). Alien plants, animals, fungi and algae in Norway: an inventory of neobiota. Biological Invasions. 21: 2997-3012;2019
Marianelli, L. et al. (2020). First record of the pest Artona (Fuscartona) martini Efetov, 1997 (Lepidoptera Zygaenidae Procridinae Artonini) in European territory. Redia: Journal of Zoology/Giornale di Zoologia, 103.;2020
Baars, J. (2003). Geographic range, impact, and parasitism of lepidopteran species associated with the invasive weed Lantana camara in South Africa. Biological Control. 28: 293-301;2003
Austin, K., Rubinoff, D. (2025). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2024. Bishop Museum Occasional Papers 163: 03–10;2025
Heckford, R., Beavan, S. (2020). Discovery in Cornwall, England, of the larva of the Tasmanian species Barea asbolaea (Meyrick, 1883)(Lepidoptera: Oecophoridae), together with an account of all the early stages. Entomologists Gazette. 71(2): 75-92;2020
Cabral, M. et al. (2023) Bedellia somnulentella (Lepidoptera: Bedelliidae): New hosts of the genus Ipomoea (Convolvulaceae) in Brazil. Journal of Plant Diseases and Protection. 130(1): 205-209;2023
dos Santos, M. et al. (2021). Geographic distribution of the Ipomoea batatas (Convolvulaceae) pest, Bedellia somnulentella (Zeller) (Lepidoptera: Bedelliidae), in Minas Gerais state, Brazil. Journal of Plant Diseases and Protection. 28: 617-621;2021
Austin K., Rubinoff D. (2026). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2025. Bishop Museum Occasional Papers. 175: 3-8;2026
Markhasiov, M. (2023). First record of Western Pygmy-Blue Brephidium exilis (Boisduval, 1852) in Iran. Atalanta. 54(1): 116-118;2023
National Plant Protection Organizations within the NAPPO region (2022). Report of carnation tortrix (Cacoecimorpha pronubana) in British Columbia, Canada (2022) / Rapport sur la presence de la tordeuse mediterraenne de loeillet (Cacoecimorpha pronubana) en Colombie-Britannique, Canada (2022). Available Online at: https://www.pestalerts.org/nappo/official-pest-reports/1032/;2022
Hight, S. et al. (2002).Expanding Geographical Range of Cactoblastis catorum (Lepidoptera: Pyralidae) in North America. Florida Entomologist. 85(3): 527-529;2002
Johnson, D., Stiling, P. (1998). Distribution and Dispersal of Cactoblastis cactorum (Lepidoptera: Pyralidae), an Exotic Opuntia-Feeding Moth, in Florida. The Florida Entomologist. 81(1): 12-22;1998
Sauby, K. et al. (2012). The Role of Host Identity in Determining the Distribution of the Invasive Moth Cactoblastis cactorum (Lepidoptera: Pyralidae) in Florida. Florida Entomologist. 95(3): 561-568;2012
Pettey, F. (1947). The biological control of prickly pears in South Africa. Science Bulletin 271. Department of Agriculture, Union of South Africa. Entomology Series. 22: 1-163;1947
Simmonds, F., Bennett, F. (1966). Biological control of Opuntia spp. by Cactoblastis cactorum in the Leeward Islands (West Indies). Entomophaga. 11: 183-189;1966
Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015
McFadyen, R. (1985). Larval characteristics of Cactoblaslis spp. (Lepidoptera: Pyralidae) and the selection of species for biological control of prickly pears ( Opuntia spp.). Bulletin of Entomological Research. 75(1): 159-168;1985
European and Mediterranean Plant Protection Organization (EPPO) (1992). New pest on Mallorca. EPPO Reporting Service, 02 - 1992: 1992/03;1992
Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952;2022
Marko, K., Verovnik, R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82;2009
Sachanowicz, K. et al. (2016). State of Knowledge of Butterfly Fauna of Albania, with Three New Species for the Country. Acta Zoologica Bulgarica. 68(4): 511-518;2016
Horak, M. (1994). A Review of Cadra Walker in Australia: Five New Native Species and the Two Introduced Pest Species (Lepidoptera: Pyralidae: Phycitinae). Australian Journal of Entomology. 33: 245-262;1994
Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 4: Issues and Invasions in the Americas and the Caribbean. Wiley. 384pp;2021
Morimoto, N., Kiritani, K. (1995). Fauna of exotic insects in Japan. Bulletin of the National Institute of Agro-Environmental Sciences. 12: 87-120;1995
Mir, S. et al. (2024). First record of the invasive walnut leaf miner Caloptilia roscipennella (Lepidoptera: Gracillariidae) in Kashmir, India. Journal of Applied Entomology, 148(8), 882-887.;2024
Krivosheina, M., Ozerova, N. (2020). Horse-chestnut leafminer Cameraria ohridella: invasion history and prognosis. IOP Conference Services: Earth Environmental Sciences. 579: 012071;2020
Kirichenko, N. et al. (2023). Invasion Genetics of the Horse-Chestnut Leaf Miner, Cameraria ohridella (Lepidoptera: Gracillariidae), in European Russia: A Case of Successful Involvement of Citizen Science in Studying an Alien Insect Pest. Insects. 14: 117;2023
Ermolaev, I. (2022). Parasitoids (Hymenoptera) as a Mortality Factor for Cameraria ohridella Deschka and Dimic, 1986 (Lepidoptera, Gracillariidae). Russian Journal of Biological Invasions. 13(3): 284-300;2022
Gubin, A. (2021). Four invasive alien phytophagous insects new to Armenia. Phytoparasitica. 49: 163-166;2021
Augustin, S. et al. (2009). Monitoring and dispersal of the invading Gracillariidae Cameraria ohridella. Journal of Applied Entomology. 133: 58-66;2009
Girardoz, S. et al. (2007). Factors favouring the development and maintenance of outbreaks in an invasive leaf miner Cameraria ohridella (Lepidoptera: Gracillariidae): a life table study. Agricultural and Forest Entomology. 9: 141-158;2007
Guichard, S., Augustin, S. (2002). Acute spread in France of an invasive pest, the horse chestnut leafminer Cameraria ohridella Deschka and Dimic (Lep., Gracillariidae). Journal of Pest Science. 75: 145-149;2002
Czerniakowski, Z., Olbrycht, T. (2015). Invasive species and their role in historic park sites. Technical Transactions: Architecture. 5-A/2015: 34-40;2015
Fodor, E., Haruta, O. (2009). Niche partition of two invasive insect species, Parectopa robiniella (Lepidoptera: Gracillariidae) and Phyllonorycter robiniella (Clem.) (Lepidoptera: Gracillariidae). Research Journal of Agricultural Science. 41(2): 261-269;2009
Rea, N. (1998). Biological control: Premises, ecological input and Mimosa pigra in the wetlands of Australian Top End. Wetlands Ecology and Management. 5: 227-242;1998
Vang, L. et al. (2021). Female sex pheromone secreted by Carmenta mimosa (Lepidoptera: Sesiidae), a biological control agent for an invasive weed in Vietnam. Bioscience, Biotechnology and Biochemestry. 76(11): 2153-2155;2021
Paynter, Q. (2005). Evaluating the impact of biological control against Mimosa pigra in Australia. Journal of Applied Ecology. 42: 1054-1062;2005
Sagliocco, J., Weiss, J. (2004). Importation, establishment and preliminary impact assessment of Chamaesphecia mysiniformis (Lepidoptera: Sesiidae) for the biological control of horehound in Australia. Fourteenth Australian Weeds Conference. 388-390;2004
Yonow, T. et al. (2017). The potential global distribution of Chilo partellus, including consideration of irrigation and cropping patterns. Journal of Pest Science. 90:459-477;2017
Bayram, A., Tonga, A. (2016). First report of Chilo partellus in Turkey, a new invasive maize pest for Europe. Journal of Applied Entomology. 140: 236-240;2016
Ben-Yakir, D. et al. (2013). Chilo partellus (Swinhoe) (Lepidoptera: Pyralidae) a new invasive species in Israel. Journal of Applied Entomology. 137: 398-400;2013
Ingram, W. (1958). The lepidopterous stalk borers associated with Graminae in Uganda. Bulletin of Entomological Research. 49: 367-383;1958
Mbapila, J. et al. (2002). Comparative Development and Population Growth of an Exotic Stemborer, Chilo partellus (Swinhoe), and an Ecologically similar congener, C. orichalcociliellus (Strand) (Lepidoptera: Crambidae). Insect Science Applications. 22(1): 21-27;2002
Way, M., Turner, P. (1999). The spotted borer Chilo sacchariphagus (Lepidoptera: Pyralidae: Crambidae), in Mozambique. Proceedings of the South African Sugar Technologists Association. 73: 112-113;1999
Williams, J. (1983). The sugar cane stem borer (Chilo sacchariphagus) in Mauritius. Revue Agricole et Sucriere de la IIle Maurice. 62: 5-23;1983
Park, K., Heppner, J. (2021). The apple-and-thorn skeletonizer, Choreutis pariana (Clerck), new for Korea (Lepidoptera: Choreutidae). Journal of Asia-Pacific Biodiversity. 14: 267-270;2021
Demetriou, J. et al. (2025). A cosmopolitan invader–Choreutis sexfasciella (Lepidoptera, Choreutidae)–in Cyprus: first record, molecular characterization, and a reared parasitoid. Nota Lepidopterologica. 48: 15-28.;2025
Rittner, O. (2019). The first documented report of metalmark moths (Lepidoptera: Choreutidae) in Israel, with the first record of oriental Choreutis sexfasciella (Sauber) in the Palearctic. Israel Journal of Entomology. 49(1): 63–67.;2019
Najera-Miramontes, D. et al. (2016). Depredacion por Podisus maculiventris (Say) sobre larvas de Choristoneura rosaceana (Harris). Acta Zoologica Mexicana. 32(2): 147-152;2016
Liu T. et al. (2015). Biology of Chrysaster ostensackenella (Fitch), a new invasive pest of black locust Robinia pseudoacacia L. plantations, and a new record of a related species, in China. Chinese Journal of Applied Entomology. 52(4): 942-950;2015
Kirichenko, N. et al. (2023). First Discovery of the North American Leaf-Mining Moth Chrysaster ostensackenella (Lepidoptera: Gracillariidae) in Russia: The Genetic Diversity of a Novel Pest in Invaded vs Native Range. Insects. 14: 642;2023
